iso3,area_name,period,source_citation,note
GTM,Guatemala,2006,"Guatemala Vital Registration  - Deaths 2006 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GUY,Guyana,2001,"Guyana Vital Registration  - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GUY,Guyana,2002,"Guyana Vital Registration  - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GUY,Guyana,2003,"Guyana Vital Registration  - Deaths 2003 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GUY,Guyana,2004,"Guyana Vital Registration  - Deaths 2004 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
GUY,Guyana,2005,"Guyana Vital Registration  - Deaths 2005 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HTI,Haiti,1999,"Haiti Vital Registration  - Deaths 1999 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HTI,Haiti,2002,"Haiti Vital Registration  - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
HTI,Haiti,2003,"Haiti Vital Registration  - Deaths 2003 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHN,China,2001,"Hong Kong Vital Registration  - Deaths 2001 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
CHN,China,2002,"Hong Kong Vital Registration  - Deaths 2002 ICD10, as it appears in World Health Organization (WHO). WHO Mortality Database Version December 2019. Geneva, Switzerland: World Health Organization (WHO), 2019.",This country-year was extracted from the WHO Mortality Database. See the most recent version for more information: https://www.who.int/data/data-collection-tools/who-mortality-database. Extracted cause of death data were processed and corrected by the Institute for Health Metrics and Evaluation. Full methods are available in Kyu et al. (2021) Journal of the International AIDS Society.
